date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank
2024-03-26,Syria,Myanmar,7,0,World Cup & As Cup q,Saudi Arabia,1447,923,96,197
2024-03-26,Philippines,Iraq,0,5,World Cup & As Cup q,the Philippines,1047,1645,181,53
2024-03-26,Malaysia,Oman,0,2,World Cup & As Cup q,Malaysia,1266,1544,151,72
2024-03-26,Kyrgyzstan,Taiwan,5,1,World Cup & As Cup q,Kyrgyzstan,1272,907,146,198
2024-03-26,Kuwait,Qatar,1,2,World Cup & As Cup q,Kuwait,1324,1647,128,51
2024-03-26,Jordan,Pakistan,7,0,World Cup & As Cup q,Jordan,1599,829,64,207
2024-03-26,India,Afghanistan,1,2,World Cup & As Cup q,India,1196,1118,162,170
2024-03-26,China,Singapore,4,1,World Cup & As Cup q,China,1407,1121,104,169
2024-03-26,Bangladesh,Palestine,0,1,World Cup & As Cup q,Bangladesh,934,1421,195,100
2024-03-26,Bahrain,Nepal,3,0,World Cup & As Cup q,Bahrain,1463,896,92,201
2024-03-26,Australia,Lebanon,5,0,World Cup & As Cup q,Australia,1770,1281,29,144
2024-03-26,Turks and Caicos Islands,Anguilla,1,1,World Cup qualifier,Turks and Caicos Islands,686,570,221,235
2024-03-26,British Virgin Islands,US Virgin Islands,0,0,World Cup qualifier,the British VirgIslands,653,618,227,230
2024-04-06,Northern Mariana Islands,Guam,2,2,Friendly,the Northern Marianas,438,695,240,219
2024-04-07,Northern Mariana Islands,Guam,2,1,Friendly,the Northern Marianas,452,681,240,222
2024-05-02,St Vincent & Grenadines,Dominica,1,3,Friendly,St Vincent & Grenadines,1050,1020,180,185
2024-05-05,St Vincent & Grenadines,Dominica,2,0,Friendly,St Vincent & Grenadines,1060,1010,179,187
2024-05-13,Trinidad and Tobago,Guyana,2,1,Friendly,Trinidad and Tobago,1421,1268,100,149
2024-05-15,Trinidad and Tobago,Guyana,2,0,Friendly,Trinidad and Tobago,1427,1262,99,151
2024-05-15,Sudan,Tanzania,2,1,Friendly,Saudi Arabia,1330,1342,126,121
2024-05-19,Sudan,Tanzania,1,1,Friendly,Saudi Arabia,1330,1342,126,121
2024-05-26,Guatemala,Nicaragua,1,1,Friendly,the United States,1483,1321,86,130
2024-05-26,Grenada,St Vincent & Grenadines,0,3,Friendly,Grenada,1071,1084,178,174
2024-05-31,Mexico,Bolivia,1,0,Friendly,the United States,1805,1599,21,63
2024-05-31,Costa Rica,Uruguay,0,0,Friendly,Costa Rica,1612,1981,60,9
2024-06-01,Turkmenistan,Greenland,5,0,Friendly,Turkey,1220,946,159,192
2024-06-01,Lesotho,Namibia,1,1,Friendly,South Africa,1250,1366,153,111
2024-06-02,Indonesia,Tanzania,0,0,Friendly,Indonesia,1341,1345,121,119
2024-06-02,Sint Maarten,Anguilla,0,3,Friendly,Sint Maarten,838,602,206,233
2024-06-03,Scotland,Gibraltar,2,0,Friendly,Portugal,1775,1046,26,182
2024-06-03,Germany,Ukraine,0,0,Friendly,Germany,1916,1867,13,15
2024-06-03,England,Bosnia and Herzegovina,3,0,Friendly,England,1999,1477,6,88
2024-06-03,Croatia,North Macedonia,3,0,Friendly,Croatia,1954,1549,12,71
2024-06-03,Albania,Liechtenstein,3,0,Friendly,Hungary,1613,957,59,191
2024-06-04,Switzerland,Estonia,4,0,Friendly,Switzerland,1805,1353,21,116
2024-06-04,Slovenia,Armenia,2,1,Friendly,Slovenia,1741,1453,34,95
2024-06-04,Romania,Bulgaria,0,0,Friendly,Romania,1657,1480,48,88
2024-06-04,Portugal,Finland,4,2,Friendly,Portugal,2014,1621,5,58
2024-06-04,Italy,Turkey,0,0,Friendly,Italy,1948,1756,12,31
2024-06-04,Ireland,Hungary,2,1,Friendly,Ireland,1621,1827,58,18
2024-06-04,Austria,Serbia,2,1,Friendly,Austria,1862,1783,16,24
2024-06-05,Uruguay,Mexico,4,0,Friendly,the United States,1991,1795,8,23
2024-06-05,Spain,Andorra,5,0,Friendly,Spain,2019,1113,4,171
2024-06-05,Slovakia,San Marino,4,0,Friendly,Austria,1654,776,49,212
2024-06-05,Norway,Kosovo,3,0,Friendly,Norway,1742,1505,34,80
2024-06-05,France,Luxembourg,3,0,Friendly,France,2085,1512,2,77
2024-06-05,Denmark,Sweden,2,1,Friendly,Denmark,1826,1692,19,44
2024-06-05,Belgium,Montenegro,2,0,Friendly,Belgium,1987,1570,9,67
2024-06-05,Tunisia,Equatorial Guinea,1,0,World Cup qualifier,Tunisia,1686,1546,45,71
2024-06-05,Togo,South Sudan,1,1,World Cup qualifier,Togo,1377,1149,109,165
2024-06-05,Sierra Leone,Djibouti,2,1,World Cup qualifier,Morocco,1311,926,136,196
2024-06-05,Liberia,Namibia,1,1,World Cup qualifier,South Africa,1254,1359,153,113
2024-06-05,Central African Republic,Chad,1,0,World Cup qualifier,Morocco,1329,1174,128,164
2024-06-05,Trinidad and Tobago,Grenada,2,2,World Cup qualifier,Trinidad and Tobago,1410,1088,102,174
2024-06-05,Suriname,St Vincent & Grenadines,4,1,World Cup qualifier,Suriname,1316,1075,135,178
2024-06-05,Nicaragua,Montserrat,4,1,World Cup qualifier,Nicaragua,1327,1016,129,184
2024-06-05,Guatemala,Dominica,6,0,World Cup qualifier,Guatemala,1486,1007,86,187
2024-06-05,Curaçao,Barbados,4,1,World Cup qualifier,Curaçao,1341,934,121,194
2024-06-05,Antigua and Barbuda,Bermuda,1,1,World Cup qualifier,Antigua and Barbuda,1013,1139,185,166
2024-06-06,Netherlands,Canada,4,0,Friendly,the Netherlands,1972,1711,10,40
2024-06-06,Gibraltar,Wales,0,0,Friendly,Portugal,1056,1699,180,43
2024-06-06,Vietnam,Philippines,3,2,World Cup & As Cup q,Vietnam,1276,1042,146,183
2024-06-06,Uzbekistan,Turkmenistan,3,1,World Cup & As Cup q,Uzbekistan,1669,1218,46,159
2024-06-06,United Arab Emirates,Nepal,4,0,World Cup & As Cup q,Saudi Arabia,1511,894,79,201
2024-06-06,Taiwan,Oman,0,3,World Cup & As Cup q,Taiwan,904,1547,198,71
2024-06-06,Singapore,South Korea,0,7,World Cup & As Cup q,Singapore,1116,1737,170,37
2024-06-06,Pakistan,Saudi Arabia,0,3,World Cup & As Cup q,Pakistan,828,1614,206,59
2024-06-06,North Korea,Syria,1,0,World Cup & As Cup q,Laos,1393,1423,106,99
2024-06-06,Myanmar,Japan,0,5,World Cup & As Cup q,Myanmar,922,1853,197,17
2024-06-06,Lebanon,Palestine,0,0,World Cup & As Cup q,Qatar,1289,1413,142,101
2024-06-06,Kyrgyzstan,Malaysia,1,1,World Cup & As Cup q,Kyrgyzstan,1266,1272,150,147
2024-06-06,Jordan,Tajikistan,3,0,World Cup & As Cup q,Jordan,1609,1378,63,108
2024-06-06,Indonesia,Iraq,0,2,World Cup & As Cup q,Indonesia,1327,1659,127,47
2024-06-06,India,Kuwait,0,0,World Cup & As Cup q,India,1198,1322,162,130
2024-06-06,Hong Kong,Iran,2,4,World Cup & As Cup q,Hong Kong,1058,1820,179,20
2024-06-06,China,Thailand,1,1,World Cup & As Cup q,China,1402,1423,104,99
2024-06-06,Bangladesh,Australia,0,2,World Cup & As Cup q,Bangladesh,933,1771,195,27
2024-06-06,Bahrain,Yemen,0,0,World Cup & As Cup q,Bahrain,1446,1113,95,171
2024-06-06,Afghanistan,Qatar,0,0,World Cup & As Cup q,Saudi Arabia,1136,1629,169,53
2024-06-06,Senegal,DR Congo,1,1,World Cup qualifier,Senegal,1761,1546,30,72
2024-06-06,Mauritania,Sudan,0,2,World Cup qualifier,Mauritania,1350,1373,117,110
2024-06-06,Mali,Ghana,1,2,World Cup qualifier,Mali,1614,1532,59,75
2024-06-06,Malawi,Sao Tome and Principe,3,1,World Cup qualifier,Malawi,1307,1056,137,180
2024-06-06,Libya,Mauritius,2,1,World Cup qualifier,Libya,1410,1009,102,186
2024-06-06,Guinea-Bissau,Ethiopia,0,0,World Cup qualifier,Guinea-Bissau,1350,1300,117,139
2024-06-06,Egypt,Burkina Faso,2,1,World Cup qualifier,Egypt,1643,1493,51,85
2024-06-06,Benin,Rwanda,1,0,World Cup qualifier,Ivory Coast,1365,1317,111,134
2024-06-06,Algeria,Guinea,1,2,World Cup qualifier,Algeria,1629,1509,53,80
2024-06-06,Panama,Guyana,2,0,World Cup qualifier,Panama,1709,1259,41,152
2024-06-06,Jamaica,Dominican Republic,1,0,World Cup qualifier,Jamaica,1639,1206,52,161
2024-06-06,Honduras,Cuba,3,1,World Cup qualifier,Honduras,1497,1294,83,140
2024-06-06,Haiti,Saint Lucia,2,1,World Cup qualifier,Barbados,1497,1088,83,173
2024-06-06,El Salvador,Puerto Rico,0,0,World Cup qualifier,El Salvador,1381,1146,107,166
2024-06-06,Costa Rica,Saint Kitts and Nevis,4,0,World Cup qualifier,Costa Rica,1614,1077,59,177
2024-06-07,Scotland,Finland,2,2,Friendly,Scotland,1769,1627,29,56
2024-06-07,Romania,Liechtenstein,0,0,Friendly,Romania,1647,967,50,191
2024-06-07,Poland,Ukraine,3,1,Friendly,Poland,1737,1850,36,17
2024-06-07,Peru,Paraguay,0,0,Friendly,Peru,1741,1710,34,41
2024-06-07,Germany,Greece,2,1,Friendly,Germany,1919,1736,13,38
2024-06-07,England,Iceland,0,1,Friendly,England,1980,1563,9,68
2024-06-07,Czechia,Malta,7,1,Friendly,Austria,1773,1258,26,153
2024-06-07,Cambodia,Mongolia,2,0,Friendly,Cambodia,852,783,205,210
2024-06-07,Belarus,Russia,0,4,Friendly,Belarus,1446,1781,94,25
2024-06-07,Armenia,Kazakhstan,2,1,Friendly,Armenia,1461,1463,92,91
2024-06-07,Albania,Azerbaijan,3,1,Friendly,Hungary,1623,1482,57,87
2024-06-07,Uganda,Botswana,1,0,World Cup qualifier,Uganda,1373,1326,110,128
2024-06-07,Nigeria,South Africa,1,1,World Cup qualifier,Nigeria,1618,1579,59,65
2024-06-07,Mozambique,Somalia,2,1,World Cup qualifier,Mozambique,1365,900,112,200
2024-06-07,Morocco,Zambia,2,1,World Cup qualifier,Morocco,1770,1478,28,89
2024-06-07,Madagascar,Comoros,2,1,World Cup qualifier,South Africa,1312,1282,135,146
2024-06-07,Lesotho,Zimbabwe,2,0,World Cup qualifier,South Africa,1286,1284,143,144
2024-06-07,Ivory Coast,Gabon,1,0,World Cup qualifier,Ivory Coast,1635,1424,53,97
2024-06-07,Burundi,Kenya,1,1,World Cup qualifier,Malawi,1284,1395,144,105
2024-06-07,Angola,Eswatini,1,0,World Cup qualifier,Angola,1510,1243,80,155
2024-06-08,United States,Colombia,1,5,Friendly,the United States,1785,2011,24,5
2024-06-08,Switzerland,Austria,1,1,Friendly,Switzerland,1804,1863,21,15
2024-06-08,Sweden,Serbia,0,3,Friendly,Sweden,1674,1801,45,22
2024-06-08,Spain,Northern Ireland,5,1,Friendly,Spain,2020,1515,4,77
2024-06-08,Slovenia,Bulgaria,1,1,Friendly,Slovenia,1733,1488,38,86
2024-06-08,Portugal,Croatia,1,2,Friendly,Portugal,2000,1968,6,11
2024-06-08,Moldova,Cyprus,3,2,Friendly,Moldova,1352,1312,119,133
2024-06-08,Hungary,Israel,3,0,Friendly,Hungary,1831,1553,19,69
2024-06-08,Denmark,Norway,3,1,Friendly,Denmark,1834,1734,18,37
2024-06-08,Brunei,Sri Lanka,1,0,Friendly,Brunei,634,702,228,217
2024-06-08,Brazil,Mexico,3,2,Friendly,the United States,2031,1791,3,23
2024-06-08,Belgium,Luxembourg,3,0,Friendly,Belgium,1988,1511,8,78
2024-06-08,Latvia,Lithuania,0,2,Baltic Cup,Latvia,1312,1359,133,115
2024-06-08,Estonia,Faroe Islands,4,1,Baltic Cup,Estonia,1366,1255,112,153
2024-06-08,Gambia,Seychelles,5,1,World Cup qualifier,Morocco,1358,851,117,205
2024-06-08,Cameroon,Cape Verde,4,1,World Cup qualifier,Cameroon,1582,1552,65,70
2024-06-08,Trinidad and Tobago,Bahamas,7,1,World Cup qualifier,Saint Kitts and Nevis,1413,813,101,209
2024-06-08,Cayman Islands,Antigua and Barbuda,1,0,World Cup qualifier,the Cayman Islands,824,987,208,189
2024-06-08,British Virgin Islands,Guatemala,0,3,World Cup qualifier,the British VirgIslands,652,1487,227,87
2024-06-08,Belize,Nicaragua,0,4,World Cup qualifier,Belize,1056,1349,179,122
2024-06-08,Aruba,Curaçao,0,2,World Cup qualifier,Aruba,985,1353,190,118
2024-06-08,Anguilla,Suriname,0,4,World Cup qualifier,Anguilla,600,1318,233,131
2024-06-09,Slovakia,Wales,4,0,Friendly,Slovakia,1670,1683,46,43
2024-06-09,Montenegro,Georgia,1,3,Friendly,Montenegro,1554,1665,68,48
2024-06-09,Italy,Bosnia and Herzegovina,1,0,Friendly,Italy,1949,1476,12,90
2024-06-09,France,Canada,0,0,Friendly,France,2076,1720,2,39
2024-06-09,Argentina,Ecuador,1,0,Friendly,the United States,2144,1869,1,14
2024-06-09,Namibia,Tunisia,0,0,World Cup qualifier,South Africa,1374,1671,109,45
2024-06-09,Mauritania,Senegal,0,1,World Cup qualifier,Mauritania,1344,1767,124,30
2024-06-09,Liberia,Sao Tome and Principe,1,0,World Cup qualifier,Morocco,1264,1046,151,181
2024-06-09,DR Congo,Togo,1,0,World Cup qualifier,DR Congo,1553,1370,69,112
2024-06-09,Djibouti,Ethiopia,1,1,World Cup qualifier,Morocco,942,1284,193,143
2024-06-09,Panama,Montserrat,3,1,World Cup qualifier,Nicaragua,1710,1015,41,184
2024-06-09,Grenada,Costa Rica,0,3,World Cup qualifier,Grenada,1082,1620,175,59
2024-06-09,El Salvador,St Vincent & Grenadines,3,1,World Cup qualifier,Suriname,1390,1066,107,177
2024-06-09,Dominica,Jamaica,2,3,World Cup qualifier,Dominica,1005,1641,186,52
2024-06-09,Bermuda,Honduras,1,6,World Cup qualifier,Bermuda,1124,1512,169,78
2024-06-09,Barbados,Haiti,1,3,World Cup qualifier,Barbados,930,1501,196,84
2024-06-10,Poland,Turkey,2,1,Friendly,Poland,1745,1748,32,31
2024-06-10,Netherlands,Iceland,4,0,Friendly,the Netherlands,1974,1561,10,67
2024-06-10,Czechia,North Macedonia,2,1,Friendly,Czechia,1776,1546,26,74
2024-06-10,Uganda,Algeria,1,2,World Cup qualifier,Uganda,1361,1641,115,51
2024-06-10,Mozambique,Guinea,1,0,World Cup qualifier,Morocco,1393,1481,107,88
2024-06-10,Guinea-Bissau,Egypt,1,1,World Cup qualifier,Guinea-Bissau,1360,1633,116,54
2024-06-10,Ghana,Central African Republic,4,3,World Cup qualifier,Ghana,1538,1323,75,128
2024-06-10,Equatorial Guinea,Malawi,1,0,World Cup qualifier,Equatorial Guinea,1551,1302,72,137
2024-06-10,Burkina Faso,Sierra Leone,2,2,World Cup qualifier,Mali,1483,1321,86,130
2024-06-10,Botswana,Somalia,3,1,World Cup qualifier,Mozambique,1331,895,125,200
2024-06-10,Benin,Nigeria,2,1,World Cup qualifier,Ivory Coast,1397,1586,105,64
2024-06-11,San Marino,Cyprus,1,4,Friendly,San Marino,773,1315,212,136
2024-06-11,Portugal,Ireland,3,0,Friendly,Portugal,2002,1619,6,60
2024-06-11,Northern Ireland,Andorra,2,0,Friendly,Spain,1518,1110,77,171
2024-06-11,Mongolia,Cambodia,2,1,Friendly,Mongolia,792,843,210,205
2024-06-11,Moldova,Ukraine,0,4,Friendly,Moldova,1349,1853,120,17
2024-06-11,Israel,Belarus,4,0,Friendly,Hungary,1566,1433,67,97
2024-06-11,Greece,Malta,2,0,Friendly,Austria,1738,1256,36,153
2024-06-11,Chile,Paraguay,3,0,Friendly,Chile,1725,1698,39,42
2024-06-11,Brunei,Sri Lanka,1,0,Friendly,Brunei,643,693,228,218
2024-06-11,Azerbaijan,Kazakhstan,3,2,Friendly,Hungary,1491,1454,84,93
2024-06-11,Lithuania,Estonia,1,1,Baltic Cup,Lithuania,1355,1370,118,114
2024-06-11,Latvia,Faroe Islands,1,0,Baltic Cup,Latvia,1321,1246,132,154
2024-06-11,United Arab Emirates,Bahrain,1,1,World Cup & As Cup q,the United Arab Emirates,1502,1455,82,92
2024-06-11,Turkmenistan,Hong Kong,0,0,World Cup & As Cup q,Turkmenistan,1205,1071,161,177
2024-06-11,Thailand,Singapore,3,1,World Cup & As Cup q,Thailand,1428,1111,98,170
2024-06-11,Tajikistan,Pakistan,3,0,World Cup & As Cup q,Tajikistan,1380,826,111,206
2024-06-11,South Korea,China,1,0,World Cup & As Cup q,South Korea,1740,1399,35,105
2024-06-11,Saudi Arabia,Jordan,1,2,World Cup & As Cup q,Saudi Arabia,1588,1635,63,53
2024-06-11,Qatar,India,2,1,World Cup & As Cup q,Qatar,1631,1196,55,162
2024-06-11,Oman,Kyrgyzstan,1,1,World Cup & As Cup q,Oman,1531,1282,75,145
2024-06-11,North Korea,Myanmar,4,1,World Cup & As Cup q,Laos,1397,918,106,197
2024-06-11,Nepal,Yemen,2,2,World Cup & As Cup q,Saudi Arabia,905,1102,198,172
2024-06-11,Malaysia,Taiwan,3,1,World Cup & As Cup q,Malaysia,1276,900,147,200
2024-06-11,Lebanon,Bangladesh,4,0,World Cup & As Cup q,Qatar,1298,924,139,196
2024-06-11,Kuwait,Afghanistan,1,0,World Cup & As Cup q,Kuwait,1328,1130,128,167
2024-06-11,Japan,Syria,5,0,World Cup & As Cup q,Japan,1857,1419,16,100
2024-06-11,Iraq,Vietnam,3,1,World Cup & As Cup q,Iraq,1663,1272,49,149
2024-06-11,Iran,Uzbekistan,0,0,World Cup & As Cup q,Iran,1808,1681,20,44
2024-06-11,Indonesia,Philippines,2,0,World Cup & As Cup q,Indonesia,1333,1036,126,183
2024-06-11,Australia,Palestine,5,0,World Cup & As Cup q,Australia,1776,1408,26,102
2024-06-11,Zambia,Tanzania,0,1,World Cup qualifier,Zambia,1446,1377,94,112
2024-06-11,South Sudan,Sudan,0,3,World Cup qualifier,South Sudan,1126,1396,168,108
2024-06-11,South Africa,Zimbabwe,3,1,World Cup qualifier,South Africa,1585,1278,65,146
2024-06-11,Rwanda,Lesotho,1,0,World Cup qualifier,South Africa,1335,1268,125,150
2024-06-11,Morocco,Congo,6,0,World Cup qualifier,Morocco,1773,1268,28,150
2024-06-11,Mauritius,Eswatini,2,1,World Cup qualifier,Mauritius,1036,1216,183,158
2024-06-11,Madagascar,Mali,0,0,World Cup qualifier,South Africa,1326,1600,129,61
2024-06-11,Ivory Coast,Kenya,0,0,World Cup qualifier,Malawi,1623,1407,57,103
2024-06-11,Gabon,Gambia,3,2,World Cup qualifier,Gabon,1435,1347,96,122
2024-06-11,Comoros,Chad,2,0,World Cup qualifier,Morocco,1303,1153,137,164
2024-06-11,Cape Verde,Libya,1,0,World Cup qualifier,Cape Verde,1560,1402,69,104
2024-06-11,Burundi,Seychelles,3,1,World Cup qualifier,Morocco,1289,846,141,204
2024-06-11,Angola,Cameroon,1,1,World Cup qualifier,Angola,1508,1584,80,66
2024-06-11,Saint Kitts and Nevis,Bahamas,1,0,World Cup qualifier,Saint Kitts and Nevis,1081,809,176,209
2024-06-11,Puerto Rico,Anguilla,8,0,World Cup qualifier,Puerto Rico,1148,598,165,233
2024-06-11,Guyana,Belize,3,1,World Cup qualifier,Barbados,1273,1042,148,182
2024-06-11,Dominican Republic,British Virgin Islands,4,0,World Cup qualifier,the Dominican Republic,1208,650,160,227
2024-06-11,Aruba,Saint Lucia,2,2,World Cup qualifier,Barbados,991,1082,189,174
2024-06-12,United States,Brazil,1,1,Friendly,the United States,1789,2027,24,3
2024-06-12,Ecuador,Bolivia,3,1,Friendly,the United States,1874,1594,14,62
2024-06-14,Peru,El Salvador,1,0,Friendly,the United States,1743,1388,34,110
2024-06-14,Argentina,Guatemala,4,1,Friendly,the United States,2145,1486,1,86
2024-06-14,Germany,Scotland,5,1,European Championship,Germany,1937,1751,13,30
2024-06-15,Colombia,Bolivia,3,0,Friendly,the United States,2014,1591,5,62
2024-06-15,Vanuatu,Solomon Islands,1,0,Oceania Nations Cup,Vanuatu,1080,1252,177,153
2024-06-15,Switzerland,Hungary,3,1,European Championship,Germany,1844,1791,18,22
2024-06-15,Spain,Croatia,3,0,European Championship,Germany,2057,1931,3,13
2024-06-15,Italy,Albania,2,1,European Championship,Germany,1956,1616,11,60
2024-06-16,Panama,Paraguay,0,1,Friendly,Panama,1697,1711,42,41
2024-06-16,Ecuador,Honduras,2,1,Friendly,the United States,1876,1510,14,79
2024-06-16,Tahiti,Samoa,2,0,Oceania Nations Cup,Fiji,1189,738,163,215
2024-06-16,Fiji,Papua New Guinea,5,1,Oceania Nations Cup,Fiji,1240,1064,155,179
2024-06-16,Netherlands,Poland,2,1,European Championship,Germany,1985,1734,10,37
2024-06-16,England,Serbia,1,0,European Championship,Germany,1993,1788,7,24
2024-06-16,Denmark,Slovenia,1,1,European Championship,Germany,1827,1740,19,34
2024-06-17,Slovakia,Belgium,1,0,European Championship,Germany,1713,1945,42,11
2024-06-17,Romania,Ukraine,3,0,European Championship,Germany,1714,1786,41,24
2024-06-17,France,Austria,1,0,European Championship,Germany,2087,1852,2,16
2024-06-18,New Zealand,Solomon Islands,3,0,Oceania Nations Cup,Vanuatu,1540,1237,74,155
2024-06-18,Turkey,Georgia,3,1,European Championship,Germany,1777,1636,26,52
2024-06-18,Portugal,Czechia,2,1,European Championship,Germany,2013,1765,6,30
2024-06-19,Papua New Guinea,Tahiti,1,1,Oceania Nations Cup,Fiji,1073,1180,177,163
2024-06-19,Fiji,Samoa,9,1,Oceania Nations Cup,Fiji,1244,734,154,215
2024-06-19,Scotland,Switzerland,1,1,European Championship,Germany,1758,1837,31,17
2024-06-19,Germany,Hungary,2,0,European Championship,Germany,1952,1776,11,26
2024-06-19,Albania,Croatia,2,2,European Championship,Germany,1634,1913,54,13
2024-06-20,Spain,Italy,1,0,European Championship,Germany,2075,1938,3,12
2024-06-20,Serbia,Slovenia,1,1,European Championship,Germany,1785,1743,23,33
2024-06-20,Denmark,England,1,1,European Championship,Germany,1838,1982,17,9
2024-06-20,Argentina,Canada,2,0,Copa America,the United States,2151,1714,1,40
2024-06-21,Vanuatu,New Zealand,0,4,Oceania Nations Cup,Vanuatu,1070,1550,178,73
2024-06-21,Ukraine,Slovakia,2,1,European Championship,Germany,1806,1693,20,44
2024-06-21,France,Netherlands,0,0,European Championship,Germany,2080,1992,2,7
2024-06-21,Austria,Poland,3,1,European Championship,Germany,1877,1709,14,42
2024-06-21,Chile,Peru,0,0,Copa America,the United States,1726,1742,38,34
2024-06-22,Papua New Guinea,Samoa,2,1,Oceania Nations Cup,Fiji,1079,728,176,215
2024-06-22,Fiji,Tahiti,1,0,Oceania Nations Cup,Fiji,1258,1166,152,163
2024-06-22,Portugal,Turkey,3,0,European Championship,Germany,2031,1759,4,30
2024-06-22,Czechia,Georgia,1,1,European Championship,Germany,1756,1645,32,50
2024-06-22,Belgium,Romania,2,0,European Championship,Germany,1961,1698,10,42
2024-06-22,Venezuela,Ecuador,2,1,Copa America,the United States,1778,1842,25,16
2024-06-22,Mexico,Jamaica,1,0,Copa America,the United States,1806,1626,20,57
2024-06-23,Hungary,Scotland,1,0,European Championship,Germany,1800,1734,22,36
2024-06-23,Germany,Switzerland,1,1,European Championship,Germany,1938,1851,11,16
2024-06-23,Uruguay,Panama,3,1,Copa America,the United States,2003,1685,7,44
2024-06-23,United States,Bolivia,2,0,Copa America,the United States,1800,1580,22,66
2024-06-24,Spain,Albania,1,0,European Championship,Germany,2079,1630,3,56
2024-06-24,Croatia,Italy,1,1,European Championship,Germany,1915,1936,13,12
2024-06-24,Colombia,Paraguay,2,1,Copa America,the United States,2021,1704,5,41
2024-06-24,Brazil,Costa Rica,0,0,Copa America,the United States,2006,1641,6,51
2024-06-25,France,Poland,1,1,European Championship,Germany,2060,1729,3,38
2024-06-25,England,Slovenia,0,0,European Championship,Germany,1967,1758,8,31
2024-06-25,Denmark,Serbia,0,0,European Championship,Germany,1834,1789,18,24
2024-06-25,Austria,Netherlands,3,2,European Championship,Germany,1910,1959,14,10
2024-06-25,Canada,Peru,1,0,Copa America,the United States,1741,1715,33,40
2024-06-25,Argentina,Chile,1,0,Copa America,the United States,2155,1722,1,39
2024-06-26,South Africa,Mozambique,1,1,COSAFA Cup,South Africa,1571,1407,66,103
2024-06-26,Botswana,Eswatini,0,0,COSAFA Cup,South Africa,1325,1222,130,158
2024-06-26,Turkey,Czechia,2,1,European Championship,Germany,1784,1731,25,37
2024-06-26,Romania,Slovakia,1,1,European Championship,Germany,1698,1693,43,44
2024-06-26,Georgia,Portugal,2,0,European Championship,Germany,1713,1963,41,8
2024-06-26,Belgium,Ukraine,0,0,European Championship,Germany,1951,1816,10,19
2024-06-26,Venezuela,Mexico,1,0,Copa America,the United States,1805,1779,21,27
2024-06-26,Ecuador,Jamaica,3,1,Copa America,the United States,1859,1609,15,60
2024-06-27,Zimbabwe,Comoros,1,0,COSAFA Cup,South Africa,1299,1282,138,144
2024-06-27,Kenya,Zambia,2,0,COSAFA Cup,South Africa,1440,1413,94,101
2024-06-27,Vanuatu,Fiji,2,1,Oceania Nations Cup,Vanuatu,1101,1227,173,157
2024-06-27,New Zealand,Tahiti,5,0,Oceania Nations Cup,Vanuatu,1560,1156,69,163
2024-06-27,Uruguay,Bolivia,5,0,Copa America,the United States,2011,1572,5,65
2024-06-27,United States,Panama,1,2,Copa America,the United States,1761,1724,30,39
2024-06-28,Lesotho,Seychelles,1,1,COSAFA Cup,South Africa,1251,863,152,203
2024-06-28,Angola,Namibia,0,0,COSAFA Cup,South Africa,1501,1381,82,111
2024-06-28,Colombia,Costa Rica,3,0,Copa America,the United States,2030,1632,4,54
2024-06-28,Brazil,Paraguay,4,1,Copa America,the United States,2019,1691,5,45
2024-06-29,South Africa,Botswana,0,0,COSAFA Cup,South Africa,1556,1340,70,125
2024-06-29,Eswatini,Mozambique,0,0,COSAFA Cup,South Africa,1232,1397,156,106
2024-06-29,Switzerland,Italy,2,0,European Championship,Germany,1897,1890,14,15
