date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank
2025-06-11,Botswana,Zambia,3,3,COSAFA Cup,South Africa,1352,1383,122,111
2025-06-13,South Africa,Comoros,3,1,COSAFA Cup,South Africa,1569,1411,68,97
2025-06-13,Angola,Madagascar,4,1,COSAFA Cup,South Africa,1560,1298,71,137
2025-06-14,Mexico,Dominican Republic,3,2,CONCACAF Championship,the United States,1815,1286,24,143
2025-06-15,South Africa,Angola,0,3,COSAFA Cup,South Africa,1523,1606,75,61
2025-06-15,Comoros,Madagascar,1,0,COSAFA Cup,South Africa,1425,1284,96,144
2025-06-15,United States,Trinidad and Tobago,5,0,CONCACAF Championship,the United States,1703,1387,44,107
2025-06-15,Saudi Arabia,Haiti,1,0,CONCACAF Championship,the United States,1609,1480,59,84
2025-06-15,Costa Rica,Suriname,4,3,CONCACAF Championship,the United States,1669,1400,49,101
2025-06-16,Panama,Guadeloupe,5,2,CONCACAF Championship,the United States,1739,1366,38,118
2025-06-16,Guatemala,Jamaica,1,0,CONCACAF Championship,the United States,1514,1556,79,70
2025-06-17,Curaçao,El Salvador,0,0,CONCACAF Championship,the United States,1389,1389,105,105
2025-06-17,Canada,Honduras,6,0,CONCACAF Championship,Canada,1799,1548,27,73
2025-06-18,Mexico,Suriname,2,0,CONCACAF Championship,the United States,1821,1394,24,104
2025-06-18,Costa Rica,Dominican Republic,2,1,CONCACAF Championship,the United States,1674,1281,49,144
2025-06-19,United States,Saudi Arabia,1,0,CONCACAF Championship,the United States,1715,1597,41,63
2025-06-19,Haiti,Trinidad and Tobago,1,1,CONCACAF Championship,the United States,1473,1394,86,104
2025-06-20,Panama,Guatemala,1,0,CONCACAF Championship,the United States,1750,1503,35,80
2025-06-20,Jamaica,Guadeloupe,2,1,CONCACAF Championship,the United States,1569,1353,68,121
2025-06-21,Honduras,El Salvador,2,0,CONCACAF Championship,the United States,1569,1368,68,117
2025-06-21,Canada,Curaçao,1,1,CONCACAF Championship,the United States,1778,1410,30,98
2025-06-22,United States,Haiti,2,1,CONCACAF Championship,the United States,1721,1467,40,86
2025-06-22,Saudi Arabia,Trinidad and Tobago,1,1,CONCACAF Championship,the United States,1584,1407,65,99
2025-06-22,Dominican Republic,Suriname,0,0,CONCACAF Championship,the United States,1289,1386,141,107
2025-06-22,Costa Rica,Mexico,0,0,CONCACAF Championship,the United States,1684,1811,47,25
2025-06-24,Panama,Jamaica,4,1,CONCACAF Championship,the United States,1773,1546,32,73
2025-06-24,Honduras,Curaçao,2,1,CONCACAF Championship,the United States,1583,1396,66,103
2025-06-24,Guatemala,Guadeloupe,3,2,CONCACAF Championship,the United States,1518,1338,77,124
2025-06-24,Canada,El Salvador,2,0,CONCACAF Championship,the United States,1784,1362,30,119
2025-06-28,Panama,Honduras,1,1,CONCACAF Championship,the United States,1761,1595,33,63
2025-06-28,Mexico,Saudi Arabia,2,0,CONCACAF Championship,the United States,1827,1568,23,68
2025-06-29,United States,Costa Rica,2,2,CONCACAF Championship,the United States,1712,1693,41,46
2025-06-29,Canada,Guatemala,1,1,CONCACAF Championship,the United States,1768,1534,32,75
2025-07-02,United States,Guatemala,2,1,CONCACAF Championship,the United States,1720,1526,40,75
2025-07-02,Mexico,Honduras,1,0,CONCACAF Championship,the United States,1837,1585,21,65
2025-07-06,Malawi,Botswana,1,1,Independence Cup,Malawi,1256,1352,151,121
2025-07-07,South Korea,China,3,0,East Asian Championship,South Korea,1774,1399,31,101
2025-07-08,Japan,Hong Kong,6,1,East Asian Championship,South Korea,1858,1146,17,164
2025-07-11,South Korea,Hong Kong,2,0,East Asian Championship,South Korea,1775,1145,31,164
2025-07-12,Japan,China,2,0,East Asian Championship,South Korea,1862,1395,16,104
2025-07-15,South Korea,Japan,0,1,East Asian Championship,South Korea,1754,1883,34,13
2025-07-15,China,Hong Kong,1,0,East Asian Championship,South Korea,1403,1137,100,166
2025-08-13,Turks and Caicos Islands,US Virgin Islands,1,1,Outrigger Challenger Cup,the United States,645,590,226,233
2025-08-14,US Virgin Islands,Marshall Islands,4,0,Outrigger Challenger Cup,the United States,619,571,231,235
2025-08-16,Turks and Caicos Islands,Marshall Islands,3,2,Outrigger Challenger Cup,the United States,657,559,226,237
2025-08-24,Qatar,Lebanon,0,1,Friendly,Qatar,1500,1344,82,124
2025-08-29,Tajikistan,India,1,2,Central Asian Nations Cup,Tajikistan,1256,1174,150,162
2025-08-29,Iran,Afghanistan,3,1,Central Asian Nations Cup,Tajikistan,1802,1056,26,179
2025-08-30,Uzbekistan,Oman,1,1,Central Asian Nations Cup,Uzbekistan,1693,1515,45,79
2025-08-30,Kyrgyzstan,Turkmenistan,1,1,Central Asian Nations Cup,Uzbekistan,1327,1256,128,150
2025-09-01,Tajikistan,Afghanistan,2,0,Central Asian Nations Cup,Tajikistan,1265,1047,147,179
2025-09-01,Iran,India,3,0,Central Asian Nations Cup,Tajikistan,1804,1172,26,162
2025-09-02,Uzbekistan,Turkmenistan,2,1,Central Asian Nations Cup,Uzbekistan,1695,1254,45,152
2025-09-02,Oman,Kyrgyzstan,2,1,Central Asian Nations Cup,Uzbekistan,1525,1317,76,134
2025-09-03,Qatar,Bahrain,2,2,Friendly,Qatar,1496,1453,82,91
2025-09-03,Gabon,Seychelles,4,0,World Cup qualifier,Mauritius,1462,849,87,203
2025-09-04,United Arab Emirates,Syria,3,1,Friendly,the United Arab Emirates,1544,1436,74,93
2025-09-04,Saudi Arabia,North Macedonia,2,1,Friendly,Czechia,1580,1622,67,57
2025-09-04,Russia,Jordan,0,0,Friendly,Russia,1787,1630,27,54
2025-09-04,Norway,Finland,1,0,Friendly,Norway,1868,1554,15,70
2025-09-04,Malaysia,Singapore,2,1,Friendly,Malaysia,1294,1079,138,176
2025-09-04,Gibraltar,Albania,0,1,Friendly,Gibraltar,1045,1628,180,56
2025-09-04,Thailand,Fiji,3,0,King's Cup,Thailand,1362,1216,120,158
2025-09-04,Iraq,Hong Kong,2,1,King's Cup,Thailand,1553,1134,71,167
2025-09-04,Tajikistan,Iran,2,2,Central Asian Nations Cup,Tajikistan,1282,1787,144,27
2025-09-04,Afghanistan,India,0,0,Central Asian Nations Cup,Tajikistan,1054,1165,179,163
2025-09-04,Tunisia,Liberia,3,0,World Cup qualifier,Tunisia,1618,1257,59,150
2025-09-04,Mauritius,Cape Verde,0,2,World Cup qualifier,Mauritius,1087,1526,175,75
2025-09-04,Mali,Comoros,3,0,World Cup qualifier,Morocco,1620,1406,58,100
2025-09-04,Madagascar,Central African Republic,2,0,World Cup qualifier,Morocco,1313,1248,135,153
2025-09-04,Guinea-Bissau,Sierra Leone,1,1,World Cup qualifier,Guinea-Bissau,1262,1327,148,128
2025-09-04,Equatorial Guinea,Sao Tome and Principe,3,2,World Cup qualifier,Morocco,1483,1035,84,184
2025-09-04,Chad,Ghana,1,1,World Cup qualifier,Chad,1162,1466,164,86
2025-09-04,Cameroon,Eswatini,3,0,World Cup qualifier,Cameroon,1597,1213,62,160
2025-09-04,Angola,Libya,0,1,World Cup qualifier,Angola,1571,1420,69,97
2025-09-04,Algeria,Botswana,3,1,World Cup qualifier,Algeria,1708,1348,41,122
2025-09-04,Slovakia,Germany,2,0,World Cup qualifier,Slovakia,1707,1871,42,14
2025-09-04,Netherlands,Poland,1,1,World Cup qualifier,the Netherlands,1959,1698,7,44
2025-09-04,Luxembourg,Northern Ireland,1,3,World Cup qualifier,Luxembourg,1426,1591,95,63
2025-09-04,Lithuania,Malta,1,1,World Cup qualifier,Lithuania,1285,1258,142,149
2025-09-04,Liechtenstein,Belgium,0,6,World Cup qualifier,Liechtenstein,904,1847,200,19
2025-09-04,Kazakhstan,Wales,0,1,World Cup qualifier,Kazakhstan,1393,1735,108,38
2025-09-04,Georgia,Turkey,2,3,World Cup qualifier,Georgia,1691,1855,48,18
2025-09-04,Bulgaria,Spain,0,3,World Cup qualifier,Bulgaria,1450,2159,91,1
2025-09-04,Suriname,Panama,0,0,World Cup qualifier,Suriname,1399,1748,102,36
2025-09-04,Guatemala,El Salvador,0,1,World Cup qualifier,Guatemala,1493,1395,82,106
2025-09-04,Uruguay,Peru,3,0,World Cup qualifier,Uruguay,1914,1730,10,39
2025-09-04,Paraguay,Ecuador,0,0,World Cup qualifier,Paraguay,1824,1907,24,11
2025-09-04,Colombia,Bolivia,3,0,World Cup qualifier,Colombia,1957,1657,8,52
2025-09-04,Brazil,Chile,3,0,World Cup qualifier,Brazil,2007,1683,5,49
2025-09-04,Argentina,Venezuela,3,0,World Cup qualifier,Argentina,2136,1741,2,37
2025-09-05,Romania,Canada,0,3,Friendly,Romania,1663,1786,51,30
2025-09-05,Indonesia,Taiwan,6,0,Friendly,Indonesia,1358,880,117,202
2025-09-05,Australia,New Zealand,1,0,Friendly,Australia,1779,1599,31,61
2025-09-05,Uzbekistan,Kyrgyzstan,4,0,Central Asian Nations Cup,Uzbekistan,1699,1313,44,133
2025-09-05,Oman,Turkmenistan,2,1,Central Asian Nations Cup,Uzbekistan,1532,1247,75,153
2025-09-05,Uganda,Mozambique,4,0,World Cup qualifier,Uganda,1413,1400,99,104
2025-09-05,South Sudan,DR Congo,1,4,World Cup qualifier,South Sudan,1124,1591,171,63
2025-09-05,South Africa,Lesotho,3,0,World Cup qualifier,South Africa,1529,1216,76,157
2025-09-05,Senegal,Sudan,2,0,World Cup qualifier,Senegal,1788,1392,26,108
2025-09-05,Morocco,Niger,5,0,World Cup qualifier,Morocco,1815,1334,25,128
2025-09-05,Mauritania,Togo,2,0,World Cup qualifier,Mauritania,1358,1345,117,122
2025-09-05,Malawi,Namibia,2,1,World Cup qualifier,Botswana,1283,1353,144,119
2025-09-05,Kenya,Gambia,1,3,World Cup qualifier,Kenya,1338,1424,125,96
2025-09-05,Ivory Coast,Burundi,1,0,World Cup qualifier,Ivory Coast,1591,1288,63,141
2025-09-05,Guinea,Somalia,3,0,World Cup qualifier,Uganda,1453,908,90,198
2025-09-05,Egypt,Ethiopia,2,0,World Cup qualifier,Egypt,1669,1276,50,146
2025-09-05,Congo,Tanzania,1,1,World Cup qualifier,Congo,1227,1392,154,108
2025-09-05,Burkina Faso,Djibouti,6,0,World Cup qualifier,Guinea-Bissau,1505,926,79,194
2025-09-05,Benin,Zimbabwe,1,0,World Cup qualifier,Ivory Coast,1426,1379,94,112
2025-09-05,Switzerland,Kosovo,4,0,World Cup qualifier,Switzerland,1854,1600,18,60
2025-09-05,Slovenia,Sweden,2,2,World Cup qualifier,Slovenia,1747,1765,36,33
2025-09-05,Montenegro,Czechia,0,2,World Cup qualifier,Montenegro,1494,1768,81,32
2025-09-05,Moldova,Israel,0,4,World Cup qualifier,Moldova,1302,1646,135,53
2025-09-05,Italy,Estonia,5,0,World Cup qualifier,Italy,1884,1364,12,115
2025-09-05,Iceland,Azerbaijan,5,0,World Cup qualifier,Iceland,1563,1352,70,120
2025-09-05,Greece,Belarus,5,1,World Cup qualifier,Greece,1843,1487,22,83
2025-09-05,France,Ukraine,2,0,World Cup qualifier,Poland,2066,1788,3,26
2025-09-05,Faroe Islands,Croatia,0,1,World Cup qualifier,the Faroe Islands,1273,1928,147,9
2025-09-05,Denmark,Scotland,0,0,World Cup qualifier,Denmark,1852,1729,19,40
2025-09-05,Trinidad and Tobago,Curaçao,0,0,World Cup qualifier,Trinidad and Tobago,1401,1402,103,102
2025-09-05,Nicaragua,Costa Rica,1,1,World Cup qualifier,Nicaragua,1338,1680,125,49
2025-09-05,Haiti,Honduras,0,0,World Cup qualifier,Curaçao,1474,1578,85,67
2025-09-05,Bermuda,Jamaica,0,4,World Cup qualifier,Bermuda,1155,1559,164,71
2025-09-06,United States,South Korea,0,2,Friendly,the United States,1679,1771,49,32
2025-09-06,Sri Lanka,Maldives,0,3,South Asian Super Cup,Sri Lanka,752,870,213,203
2025-09-06,Nepal,Bangladesh,0,0,Friendly,Nepal,923,910,195,197
2025-09-06,Japan,Mexico,0,0,Friendly,the United States,1882,1862,13,16
2025-09-06,Nigeria,Rwanda,1,0,World Cup qualifier,Nigeria,1581,1315,66,132
2025-09-06,San Marino,Bosnia and Herzegovina,0,6,World Cup qualifier,San Marino,842,1526,205,77
2025-09-06,Latvia,Serbia,0,1,World Cup qualifier,Latvia,1298,1840,136,23
2025-09-06,Ireland,Hungary,2,2,World Cup qualifier,Ireland,1631,1703,54,43
2025-09-06,England,Andorra,2,0,World Cup qualifier,England,1984,1066,6,177
2025-09-06,Austria,Cyprus,1,0,World Cup qualifier,Austria,1846,1298,21,136
2025-09-06,Armenia,Portugal,0,5,World Cup qualifier,Armenia,1384,2033,110,4
2025-09-07,Qatar,Russia,1,4,Friendly,Qatar,1487,1796,82,26
2025-09-07,Thailand,Iraq,0,1,King's Cup,Thailand,1351,1564,120,70
2025-09-07,Hong Kong,Fiji,8,0,King's Cup,Thailand,1178,1172,160,162
2025-09-07,Comoros,Central African Republic,2,0,World Cup qualifier,Morocco,1423,1231,97,153
2025-09-07,Georgia,Bulgaria,3,0,World Cup qualifier,Georgia,1700,1441,45,92
2025-09-07,Turkey,Spain,0,6,World Cup qualifier,Turkey,1835,2179,23,1
2025-09-07,Poland,Finland,3,1,World Cup qualifier,Poland,1710,1542,42,74
2025-09-07,North Macedonia,Liechtenstein,5,0,World Cup qualifier,North Macedonia,1623,903,57,200
2025-09-07,Luxembourg,Slovakia,0,1,World Cup qualifier,Luxembourg,1416,1717,99,41
2025-09-07,Lithuania,Netherlands,2,3,World Cup qualifier,Lithuania,1284,1960,143,7
2025-09-07,Germany,Northern Ireland,3,1,World Cup qualifier,Germany,1877,1585,14,65
2025-09-07,Belgium,Kazakhstan,6,0,World Cup qualifier,Belgium,1850,1390,19,109
2025-09-08,United Arab Emirates,Bahrain,1,0,Friendly,the United Arab Emirates,1549,1448,73,90
2025-09-08,Malaysia,Palestine,1,0,Friendly,Malaysia,1306,1448,135,90
2025-09-08,Kuwait,Syria,2,2,Friendly,Qatar,1294,1432,139,93
2025-09-08,Indonesia,Lebanon,0,0,Friendly,Indonesia,1355,1347,117,121
2025-09-08,Czechia,Saudi Arabia,1,1,Friendly,Czechia,1761,1587,33,65
2025-09-08,Uzbekistan,Iran,1,0,Central Asian Nations Cup,Uzbekistan,1718,1768,41,32
2025-09-08,India,Oman,1,1,Central Asian Nations Cup,Tajikistan,1181,1516,160,78
2025-09-08,Zambia,Morocco,0,2,World Cup qualifier,Zambia,1375,1823,111,24
2025-09-08,Uganda,Somalia,2,0,World Cup qualifier,Uganda,1415,906,102,199
2025-09-08,Mozambique,Botswana,2,0,World Cup qualifier,Mozambique,1418,1330,100,129
2025-09-08,Malawi,Liberia,2,2,World Cup qualifier,Malawi,1276,1264,146,149
2025-09-08,Madagascar,Chad,3,1,World Cup qualifier,Morocco,1331,1144,128,165
2025-09-08,Libya,Eswatini,2,0,World Cup qualifier,Libya,1429,1204,94,159
2025-09-08,Guinea-Bissau,Djibouti,2,0,World Cup qualifier,Guinea-Bissau,1267,921,148,195
2025-09-08,Ghana,Mali,1,0,World Cup qualifier,Ghana,1489,1597,82,61
2025-09-08,Equatorial Guinea,Tunisia,0,1,World Cup qualifier,Equatorial Guinea,1465,1636,87,54
2025-09-08,Algeria,Guinea,0,0,World Cup qualifier,Morocco,1695,1466,46,86
2025-09-08,Switzerland,Slovenia,3,0,World Cup qualifier,Switzerland,1870,1731,16,38
2025-09-08,Scotland,Belarus,2,0,World Cup qualifier,Hungary,1741,1475,34,84
2025-09-08,Kosovo,Sweden,2,0,World Cup qualifier,Kosovo,1636,1729,54,40
2025-09-08,Italy,Israel,5,4,World Cup qualifier,Hungary,1892,1638,13,53
2025-09-08,Greece,Denmark,0,3,World Cup qualifier,Greece,1799,1896,25,12
2025-09-08,Gibraltar,Faroe Islands,0,1,World Cup qualifier,Gibraltar,1032,1286,184,142
2025-09-08,Croatia,Montenegro,4,0,World Cup qualifier,Croatia,1931,1491,9,81
2025-09-08,Panama,Guatemala,1,1,World Cup qualifier,Panama,1733,1508,37,79
2025-09-08,El Salvador,Suriname,1,2,World Cup qualifier,El Salvador,1370,1424,114,96
2025-09-09,Wales,Canada,0,1,Friendly,Wales,1724,1797,38,27
2025-09-09,United States,Japan,2,0,Friendly,the United States,1698,1863,45,17
2025-09-09,Sri Lanka,Maldives,1,1,South Asian Super Cup,Sri Lanka,753,869,213,203
2025-09-09,Singapore,Myanmar,1,1,Friendly,Singapore,1073,957,177,190
2025-09-09,New Zealand,Australia,1,3,Friendly,New Zealand,1587,1791,62,29
2025-09-09,Mexico,South Korea,2,2,Friendly,the United States,1859,1774,18,30
2025-09-09,Malta,San Marino,3,1,Friendly,Malta,1259,841,150,205
2025-09-09,Jordan,Dominican Republic,3,0,Friendly,Jordan,1633,1286,56,140
2025-09-09,Estonia,Andorra,0,0,Friendly,Estonia,1356,1074,118,176
2025-09-09,Togo,Sudan,1,0,World Cup qualifier,Togo,1362,1375,117,108
2025-09-09,Tanzania,Niger,0,1,World Cup qualifier,Tanzania,1363,1363,114,114
2025-09-09,South Africa,Nigeria,1,1,World Cup qualifier,South Africa,1526,1584,76,66
2025-09-09,Sierra Leone,Ethiopia,2,0,World Cup qualifier,Liberia,1353,1250,121,151
2025-09-09,Rwanda,Zimbabwe,1,0,World Cup qualifier,South Africa,1339,1355,127,119
2025-09-09,Namibia,Sao Tome and Principe,3,0,World Cup qualifier,Botswana,1363,1025,114,184
2025-09-09,Mauritania,South Sudan,0,0,World Cup qualifier,Mauritania,1343,1139,125,166
2025-09-09,Kenya,Seychelles,5,0,World Cup qualifier,Kenya,1341,846,126,204
2025-09-09,Gambia,Burundi,2,0,World Cup qualifier,Kenya,1443,1269,92,146
2025-09-09,Gabon,Ivory Coast,0,0,World Cup qualifier,Gabon,1464,1589,88,61
2025-09-09,DR Congo,Senegal,2,3,World Cup qualifier,DR Congo,1576,1803,68,25
2025-09-09,Cape Verde,Cameroon,1,0,World Cup qualifier,Cape Verde,1544,1579,74,67
2025-09-09,Burkina Faso,Egypt,0,0,World Cup qualifier,Burkina Faso,1509,1665,79,51
2025-09-09,Benin,Lesotho,4,0,World Cup qualifier,Ivory Coast,1443,1199,92,159
2025-09-09,Angola,Mauritius,3,1,World Cup qualifier,Angola,1573,1085,69,175
2025-09-09,Serbia,England,0,5,World Cup qualifier,Serbia,1805,2019,24,5
2025-09-09,Norway,Moldova,11,1,World Cup qualifier,Norway,1870,1300,15,137
2025-09-09,Hungary,Portugal,2,3,World Cup qualifier,Hungary,1695,2041,46,4
2025-09-09,France,Iceland,2,1,World Cup qualifier,France,2067,1562,3,72
2025-09-09,Cyprus,Romania,2,2,World Cup qualifier,Cyprus,1311,1650,135,52
2025-09-09,Bosnia and Herzegovina,Austria,1,2,World Cup qualifier,Bosnia and Herzegovina,1517,1855,77,19
2025-09-09,Azerbaijan,Ukraine,1,1,World Cup qualifier,Azerbaijan,1367,1773,113,31
2025-09-09,Armenia,Ireland,2,1,World Cup qualifier,Armenia,1412,1603,103,59
2025-09-09,Albania,Latvia,1,0,World Cup qualifier,Albania,1631,1295,57,138
2025-09-09,Jamaica,Trinidad and Tobago,2,0,World Cup qualifier,Jamaica,1570,1390,70,106
2025-09-09,Honduras,Nicaragua,2,0,World Cup qualifier,Honduras,1585,1331,64,129
2025-09-09,Curaçao,Bermuda,3,2,World Cup qualifier,Curaçao,1407,1150,104,164
2025-09-09,Costa Rica,Haiti,3,3,World Cup qualifier,Costa Rica,1666,1488,50,83
2025-09-09,Venezuela,Colombia,3,6,World Cup qualifier,Venezuela,1717,1981,40,6
2025-09-09,Peru,Paraguay,0,1,World Cup qualifier,Peru,1710,1844,42,21
2025-09-09,Ecuador,Argentina,1,0,World Cup qualifier,Ecuador,1934,2109,9,2
2025-09-09,Chile,Uruguay,0,0,World Cup qualifier,Chile,1690,1907,48,11
2025-09-09,Bolivia,Brazil,1,0,World Cup qualifier,Bolivia,1689,1975,49,7
2025-10-03,Saint Kitts and Nevis,Saint Martin,5,0,Friendly,Saint Kitts and Nevis,1040,1028,181,184
2025-10-04,Saint Kitts and Nevis,Saint Martin,2,1,Friendly,Saint Kitts and Nevis,1047,1021,180,185
2025-10-05,St Vincent & Grenadines,Cuba,7,0,Friendly,St Vincent & Grenadines,1159,1202,164,158
2025-10-08,St Vincent & Grenadines,Cuba,1,0,Friendly,St Vincent & Grenadines,1167,1194,164,159
2025-10-08,Grenada,British Virgin Islands,4,1,Friendly,Grenada,1107,626,173,228
2025-10-08,Gibraltar,New Caledonia,0,2,Friendly,Gibraltar,1023,1294,184,139
2025-10-08,Saudi Arabia,Indonesia,3,2,World Cup qualifier,Saudi Arabia,1592,1350,61,121
2025-10-08,Qatar,Oman,0,0,World Cup qualifier,Qatar,1483,1520,84,78
2025-10-08,Tanzania,Zambia,0,1,World Cup qualifier,Tanzania,1338,1400,128,105
2025-10-08,Niger,Congo,3,1,World Cup qualifier,Burkina Faso,1382,1208,109,157
2025-10-08,Mauritius,Cameroon,0,2,World Cup qualifier,Mauritius,1079,1585,175,64
2025-10-08,Madagascar,Comoros,2,1,World Cup qualifier,Ivory Coast,1356,1398,117,106
2025-10-08,Libya,Cape Verde,3,3,World Cup qualifier,Libya,1430,1543,96,74
2025-10-08,Ghana,Central African Republic,5,0,World Cup qualifier,Morocco,1504,1216,81,155
2025-10-08,Ethiopia,Guinea-Bissau,1,0,World Cup qualifier,Rwanda,1271,1246,146,152
2025-10-08,Eswatini,Angola,2,2,World Cup qualifier,Eswatini,1217,1560,154,72
2025-10-08,Egypt,Djibouti,3,0,World Cup qualifier,Morocco,1666,920,50,195
2025-10-08,Chad,Mali,0,2,World Cup qualifier,Chad,1137,1604,168,59
2025-10-08,Burkina Faso,Sierra Leone,1,0,World Cup qualifier,Liberia,1521,1341,77,125
2025-10-09,Uzbekistan,Kuwait,2,0,Friendly,Uzbekistan,1719,1293,39,142
2025-10-09,Romania,Moldova,2,1,Friendly,Romania,1651,1299,52,138
2025-10-09,Poland,New Zealand,1,0,Friendly,Poland,1714,1583,42,67
2025-10-09,Morocco,Bahrain,1,0,Friendly,Morocco,1824,1447,23,90
2025-10-09,England,Wales,3,0,Friendly,England,2022,1721,5,38
2025-10-09,Vietnam,Nepal,3,1,Asian Cup qualifier,Vietnam,1324,920,131,194
2025-10-09,Thailand,Taiwan,2,0,Asian Cup qualifier,Thailand,1353,878,120,202
2025-10-09,Tajikistan,Maldives,2,0,Asian Cup qualifier,Tajikistan,1285,866,144,203
2025-10-09,Syria,Myanmar,5,1,Asian Cup qualifier,Saudi Arabia,1437,952,95,190
2025-10-09,Sri Lanka,Turkmenistan,1,0,Asian Cup qualifier,Sri Lanka,789,1211,210,156
2025-10-09,Singapore,India,1,1,Asian Cup qualifier,Singapore,1073,1181,177,161
2025-10-09,Philippines,East Timor,4,1,Asian Cup qualifier,Australia,1138,684,168,223
2025-10-09,Pakistan,Afghanistan,0,0,Asian Cup qualifier,Pakistan,823,1046,208,180
2025-10-09,Lebanon,Bhutan,2,0,Asian Cup qualifier,Qatar,1348,620,122,230
2025-10-09,Laos,Malaysia,0,3,Asian Cup qualifier,Laos,712,1310,219,135
2025-10-09,Brunei,Yemen,0,2,Asian Cup qualifier,Brunei,663,1128,225,171
2025-10-09,Bangladesh,Hong Kong,3,4,Asian Cup qualifier,Bangladesh,899,1189,201,160
2025-10-09,Mozambique,Guinea,1,2,World Cup qualifier,Mozambique,1395,1489,106,83
2025-10-09,Liberia,Namibia,3,1,World Cup qualifier,Liberia,1294,1333,140,130
2025-10-09,Burundi,Kenya,0,1,World Cup qualifier,Burundi,1247,1363,150,115
2025-10-09,Botswana,Uganda,0,1,World Cup qualifier,Botswana,1309,1436,136,96
2025-10-09,Algeria,Somalia,3,0,World Cup qualifier,Algeria,1695,906,46,198
2025-10-09,Scotland,Greece,3,1,World Cup qualifier,Scotland,1767,1773,33,30
2025-10-09,Malta,Netherlands,0,4,World Cup qualifier,Malta,1257,1962,149,8
2025-10-09,Finland,Lithuania,2,1,World Cup qualifier,Finland,1547,1279,74,145
2025-10-09,Faroe Islands,Montenegro,4,0,World Cup qualifier,the Faroe Islands,1335,1442,129,93
2025-10-09,Denmark,Belarus,6,0,World Cup qualifier,Hungary,1903,1468,12,85
2025-10-09,Czechia,Croatia,0,0,World Cup qualifier,Czechia,1765,1927,34,10
2025-10-09,Cyprus,Bosnia and Herzegovina,2,2,World Cup qualifier,Cyprus,1317,1511,133,80
2025-10-09,Austria,San Marino,10,0,World Cup qualifier,Austria,1855,841,19,205
2025-10-09,Honduras,Costa Rica,0,0,World Cup qualifier,Honduras,1584,1667,65,50
2025-10-09,Nicaragua,Haiti,0,3,World Cup qualifier,Nicaragua,1302,1517,137,79
2025-10-10,Uruguay,Dominican Republic,1,0,Friendly,Malaysia,1908,1285,11,143
2025-10-10,United States,Ecuador,1,1,Friendly,the United States,1702,1930,42,9
2025-10-10,South Korea,Brazil,0,5,Friendly,South Korea,1760,1989,34,6
2025-10-10,Russia,Iran,2,1,Friendly,Russia,1802,1762,27,33
2025-10-10,Japan,Paraguay,2,2,Friendly,Japan,1860,1847,17,20
2025-10-10,Chile,Peru,2,1,Friendly,Chile,1698,1702,45,42
2025-10-10,Canada,Australia,0,1,Friendly,Canada,1784,1804,29,26
2025-10-10,Bolivia,Jordan,1,0,Friendly,Turkey,1697,1625,46,58
2025-10-10,Argentina,Venezuela,1,0,Friendly,the United States,2111,1715,2,39
2025-10-10,Tunisia,Sao Tome and Principe,6,0,World Cup qualifier,Tunisia,1637,1024,55,183
2025-10-10,Togo,DR Congo,0,1,World Cup qualifier,Togo,1348,1590,121,63
2025-10-10,South Sudan,Senegal,0,5,World Cup qualifier,South Sudan,1136,1806,168,24
2025-10-10,South Africa,Zimbabwe,0,0,World Cup qualifier,South Africa,1513,1368,79,113
2025-10-10,Rwanda,Benin,0,1,World Cup qualifier,Rwanda,1319,1463,132,88
2025-10-10,Nigeria,Lesotho,2,1,World Cup qualifier,South Africa,1588,1195,65,158
2025-10-10,Mauritania,Sudan,0,0,World Cup qualifier,Tanzania,1345,1373,123,111
2025-10-10,Ivory Coast,Seychelles,7,0,World Cup qualifier,Mauritius,1590,845,63,204
2025-10-10,Gabon,Gambia,4,3,World Cup qualifier,Kenya,1483,1424,84,98
2025-10-10,Sweden,Switzerland,0,2,World Cup qualifier,Sweden,1703,1896,41,13
2025-10-10,Northern Ireland,Slovakia,2,0,World Cup qualifier,Northern Ireland,1618,1684,59,49
2025-10-10,Kosovo,Slovenia,0,0,World Cup qualifier,Kosovo,1636,1731,56,36
2025-10-10,Kazakhstan,Liechtenstein,4,0,World Cup qualifier,Kazakhstan,1392,901,108,200
2025-10-10,Iceland,Ukraine,3,5,World Cup qualifier,Iceland,1541,1794,74,28
2025-10-10,Germany,Luxembourg,4,0,World Cup qualifier,Germany,1880,1413,15,101
2025-10-10,France,Azerbaijan,3,0,World Cup qualifier,France,2068,1366,3,114
2025-10-10,Belgium,North Macedonia,0,0,World Cup qualifier,Belgium,1835,1638,21,53
2025-10-10,Suriname,Guatemala,1,1,World Cup qualifier,Suriname,1423,1509,100,81
2025-10-10,El Salvador,Panama,0,1,World Cup qualifier,El Salvador,1363,1740,115,35
2025-10-10,Curaçao,Jamaica,2,0,World Cup qualifier,Curaçao,1442,1535,92,75
2025-10-10,Bermuda,Trinidad and Tobago,0,3,World Cup qualifier,Bermuda,1128,1412,170,102
2025-10-11,Colombia,Mexico,4,0,Friendly,the United States,1993,1847,6,19
2025-10-11,Grenada,Cuba,2,0,Friendly,Grenada,1121,1180,173,161
2025-10-11,United Arab Emirates,Oman,2,1,World Cup qualifier,Qatar,1567,1502,70,82
